author,stars,comment
"akm_ha_ash",5,"takde nak comment ape sangat sebab repeat order jer ni, stock dah abis"
"miasara19",5,"Skin Suitability:okay Absorption:okay  Memang sesuai dengan kulit muka saya. Sudah lama menggunanya.  Selalu beli online je. Lebih mudah..."
"Unknown",5,"ni pun dh repeat lebih 5 bekas dh maybe more than 10 dh guna 3 tahun !"
"f*****s",5,"Pemrosesan penjual dan Penghantaran nya sangat cepat"
"Unknown",5,"Suka sangat pakai ni, sesuai dengan kulit. dah pakai lama product ni"
"b*****e",5,"Been using this since dec 2023 and satisfied with it. Hopefully they will do more promo. Tq"
"n*****e",5,"Skin Suitability:Dry Absorption:ok  Harga lebih murah dan jimat beli dalam live , 50 g dapat rm 40 sahaja"
"r*****9",5,"Yang ni bagus dari yang light....tak keringkan kulit jerawat bintik hitam hilang..."
"p*****5",5,"See like a very useful and good thing  Hope it will useful and good job"
"s*****1",5,"Love this moisture gel. Glad that they have bigger than the 30g ."
"waida252581",5,"Penghantaran cepat. Akan cuba dan harap berkesan"
"f*****n",5,"Been a fan of Skintific moisturiser small jar, but I think this bigger bottle comes with a greater value!"
"a*****h",5,"Absorption:okay Skin Suitability:okay too  So far so good , everything was okay and fine , thankyou"
"fitriyani07219",5,"Skin Suitability:baru nk cuba product ini.harap berkesan.lembut cepat meresap kat kulit"
"s*****s",5,"148.67 Moisturiser biru besar 1, cleanser biru 3 dan 2in1 cushion warm ivory. Nak try tgok shade 02w ni ok dak. Sbb xda ivory utk promo tu."
"h*****s",5,"Skin Suitability:Good Absorption:Good  Fast delivery. Received in good condition. Good value of money."
"y*****n",5,"sangat hydrating and so far so good. sesuai dgn my skintype dry to combination. thanks seller"
"b*****h",5,"Sesuai untuk kulit combination Tak rasa berminyak bila pakai Tak rasa tebal Melembabkan"
"fafa_lofa",5,"Skin Suitability:hm nah Absorption:agak slow  The serum works wonders! Best if you want hydration! Tapi acne prone skin mcm i better elakkan moisturizer tu as dia ada comedogenic ingredients (and agak high kedudukan ingredients tu dlm list). Silap sbb tak cek dulu. Btw ingredients dia sama mcm dalam website watsons so boleh copy from there utk yg nak cek"
"tungtung87",5,"Belu dekat shopee lg murah ,dpt diskaun hehehe,berbanding beli dekat W hehehehe..tq"
"s*****5",5,"Skin Suitability:good Absorption:good  Fast delivery and good packing  Suitable for my skin use  Will purchase again"
"salisa1202",5,"Absorption:nice  okey beli time live harga lebih murah dari offline store penghantaran cepat"
"leongtiffany699",5,"Good quality good service fast delivery. Best seller"
"m*****1",5,"Skin Suitability:very suite Absorption:rapid absorption  thank you seller, item very good condition  Neat packaging and fast delivery. repeat again..and i will buy again."
"s*****w",5,"Skin Suitability:suitable for sensitive skins Absorption:good  Recommended for sensitive skins and dry skins, fast shipping, will buy again, came in good condition, fast shipping"
"n*****4",5,"Repeat after a long time tinggal tapi rasa nak get back sebab pakai produk lain tak menjadi sangat"
"regeniasiwonhoe",5,"Absorption:brand skintific Skin Suitability:kulit rasa lembap lepas pakai dan jerawat kurang muncul."
"j*****e",5,"Dah pernah beli dulu and memang bagus, sangat recommend 🫡☝🏻btw beli time sale so murah"
"i*****h",5,"Affordable and effective! Suitable for all skin types and non-sticky. Repurchased the biggest size."
"a*****5",5,"Skin Suitability:good Absorption:good  Been used for 5 years, serasi"
"c*****n",5,"Fast delivery, well-packed, quality beyond expectation!"
"f*****_",5,"Ok berfungsi dengan baik. Barang diterima dengan bajk. Very recomended harga pun murah thank you seller"
"w*****m",5,"Thank you, first time beli brand ni. Harap ok la, nanti boleh cuba full set plk"
"h*****4",5,"Lembap, ringan, cepat serap — kulit rasa segar & terjaga!!!!"
"e*****9",5,"Absorption:Sume skin boleh  Thnks sbb bg promosi, hrp ada lagi promosi nya, masa sy nak repeat order nnti😃🤭"
"n*****n",5,"Absorption:absorb well and light weight texture Skin Suitability:suits for oily skin  Totally recommended for oily skin😍this is already my third bottles totally love it!"
"s*****n",5,"Muka breakout so pakai balik moisturiser ni mmg menjadi untuk repair skin barrier. Nnti repeat yg besar plk"
"noordiana100494",5,"Absorption:cepat meresap,lembut dekat kulit,tak berminyak sangat.. Skin Suitability:skin sy sangat2 sensitif tapi pakai yg ni sesuai sangat2..dh berapa kali repeat dh😁  Terima kasih seller & abg pos"
"l*****e",5,"Absorption:good Skin Suitability:oily or combination skin  Very light and smooth, good performance"
"farra_bella85",5,"terbaikk la dah byk kali repeat sesuai dengan muka kita tau best sgt"
"d*****r",5,"dah pakai lebih 3 tahun. never changed my mosturiser ever since."
"littlebb_kids",5,"Absorption:ok Skin Suitability:ok  Second time to buy, buy on line more cheaper.recommend"
"weiweiteh",5,"Skin Suitability:gopd Absorption:gooood  very quality item！love it so much！will be buy again"
"rinaetaw00",5,"Skin Suitability:ok Absorption:ok  Bru nak try gna"
"helsiabdmalik",5,"Dah sampai. Harap sesuai dengan muka baru nak cuba. Thank you"
"anumshahirah96",5,"Maaf gambar tiada kene mengene. Barang selamat sampai. Terima kasih seller"
"m*****r",5,"Skin Suitability:Mine is comb skin, so this one is just nice. Absorption:Easy absorption and not sticky  Beli yg tub cepat habis. Kita grab yang besar terus senang. Nak pakai pun picit picit je settle 😂"
"nadira_rusli97",5,"Fav moisturiser. Been using this quite sometimes as it reduce my acne significantly"
"w*****n",5,"Absorption:Try first  1st time buy ... Not sure effective or not  If good to my skin will purchase again ."
"fathienmohd",5,"Skin Suitability:sesuai utk kulit Absorption:best.."
"n*****l",5,"Topup bila stok dah habis.. Mudah menyerap dan kulit kekal moist.."
"s*****1",5,"Absorption:okay Skin Suitability:okay  Hi! Tune Talk welcomes U to Singapore! Roam with Singtel Mobile & enjoy our DIRECT DIAL or USSD call back by dialling *120*006<phone number>#"
"zuriani1309",5,"Absorption:penghantaran yang cepat,suka oder dgn seller yg ini..barang ori"
"lisb86",5,"Beli pada 11.11 sampai pada 12.11. Sangat berbaloi, terima kasih."
"z*****y",5,"Product good.but delivery not so good.can see the picture attached,got tear on the plaatic with box dented.lucky the product not spoilt"
"z*****h",5,"Absorption:⭐️⭐️⭐️⭐️⭐️ Skin suitability:⭐️⭐️⭐️⭐️⭐️  It feels very lightweight, and it doesn’t feel heavy or greasy on the skin. I would repurchase it. Thank you seller：）"
"dijahzamani",5,"Skin Suitability:for all skin type Absorption:easy mudah menyerap  Beli hat besor sikit lebih jimat, mudah meresap dan rasa kulit lembut"
"lennylen92",5,"Skin Suitability:Belum try lg. Smoga sesuai sbb rmai kata bagus. Muka tgh breakout lg."
"eryn.azrin",5,"Skin Suitability:Perfect Absorption:Perfect  Good for skin barrier and moisture"
"a*****2",5,"Packaging tak berapa secured, takde bubble wrap. Kotak kemik tp barang ok je"
"lisasara.mohd",5,"Texture:pernah pakai elok sejuk muka dapat redakan murah yang gatal or kering. ni saiz besar. harap tahan lama dari yang kecik tu"
"c*****8",5,"Absorption:really good Skin Suitability:good  dah repeat banyak kali dah moisturizer ni. yg ne je yang sesuai. moist lain mcm tak berapa lembap sgt muka"
"m*****e",5,"Tak tahulah berapa kali repeat order dah. Skintific jarang mengecewakan."
"ch3rylchung9",5,"Fast delivery and item was well packed!"
"a*****4",5,"Just came to know that it has a big size one Very worth to buy big size 👍"
"sureenasuha",5,"Fav sangat yang ni sbb best pakai. But kalau nak cakap about end result hm idk tak nampak sgt haha cuma i can feel hydrated la sikit each time pakai"
"sofia.uwu",5,"Absorption:very light weight on skin Skin Suitability:suitable for my acne oily skin  Can protect skin barrier. Would definitely recommend."
"s*****1",5,"The item is very high quality and the delivery is very good and very good"
"o*****_",5,"My holy grails moisturiser no lies. Been using this dari awal dia keluar ada size kecil ja sampai dah ada various type of moisturiser yalls say no more to other brands"
"a*****5",5,"Absorption:good Skin Suitability:good  barang sampai dalam keadaan baik, tiada sebarang kerosakan"
"dyanarzk",5,"Absorption:❤️❤️❤️ Skin Suitability:❤️❤️  alhamdulillah rasa kulit lembut je bila pkai ni, insyallah klau nampak makin okeyh boleh repeat again"
"f*****z",5,"Absorption:absorbs very good Skin Suitability:most suitable to strengthen skin barrier  On my 5th bottle . i swear on this"
"r5se2tbxa8",5,"Creamy moisturiser  Second time purchased Suit me a lot Thank you seller"
"q*****2",5,"Absorption:1st purchase  Value buy with shopee live vouchers. Seller packed the parcels very well and fast delivery by shopee too."
"ameliasafuraa",5,"Definitely better than the smaller round type. This one has a pump and its bigger. I dont know why i havent bought this one earlier"
"k*****2",5,"Absorption:good Skin Suitability:good  Everything is good and fine. Feel like cream but not like cream"
"gjh1314",5,"一路走来，从陌生人变成顾客，从顾客变成朋友 感恩缘分这朵花，绽放在你我之间 我以真诚为种，你用信任浇灌 谢谢这些年的一路陪伴，新岁序开 愿我们继续携手，共赴繁花 感恩所有相遇，所得、所失都将转变成新的力量 让我持续热爱所在的行业 并且笃定前行，用心服务，加油！"
"aizadezz",5,"Beli untuk orang rumah. Bagi dia try dulu then kita update review. Harap sesuai la untuk kulit kering."
"zeilanazri",5,"Skin Suitability:all skin type Absorption:cpt meresap  Repeated byk kali cpt tak melekit ssuai smua skin types murah sesuai dgn harga"
"i*****4",5,"Absorption:serapan okay dalam masa 5 minit dah menyerap dan tak berminyak Skin Suitability:sesuai dengan kulit muka"
"iesyasha",5,"Sorry video takde kaitan. Parcel sampai dalam keadaan baik. Penghantaran laju."
"makenziemack",5,"Pesanan sampai dengan selamat,dan penghantaran laju"
"m*****w",5,"Skin Suitability:dry to combination skin Absorption:good  Pore reduction on the spot but if not use on the day the pore appear again.... Haha will review again if got improvement later"
"c*****g",5,"Skin Suitability:good👍 Absorption:good👍  补水保湿好用，效果还不知道😅下次才回来评论如果好的话啦！"
"p*****7",5,"My 3 bottle now! It does moisturising my dry skin!"
"j*****t",5,"Skin Suitability:sesuai sangat dengan kulit saya Absorption:bagusss  terbaikk lahh"
"e*****6",5,"The item has just been received. The quality has shown not bad, and it will still be repurchased. But the packaging still needs improvement. Several packages are damaged.."
"madiananizan",5,"Barang dah sampai lama .. Sangat berpuas hati selalu beli kedai ni.."
"j*****2",5,"Skin suitability:My skin feels calm, fresh, and balanced after use. Perfect for daily care, especially for sensitive or dry skin"
"keyun1025",5,"Always see the advertisement so decoded to give it a try since my moisturizer has finished also. Texture ok, non greasy non oily, but no feeling after apply ,nothing change, haha"
"y*****g",5,"super fast delivery and well package from seller, thank you so much!"
"c*****g",5,"Bought the bigger size after finished the small one. Suits with my combination skin"
"peiwenc98",5,"Wo yi jing yong le hen guo ping zhe ge lan se de zhen de hen bu shui hen jian yi gou mai ohhhh jie mei men"
"s*****a",5,"Skin Suitability:Combination skin  Cepat meresap . Beli dua lagi berbaloi murah dari beli satu2."
"okudamiita123",5,"Selalu guna moisture gel yang ni, memang selesa dekat wajah, ngam pulak"
"juliakdt",5,"Barang baru dah sampai ♥️   Harap berkesan  Nnti kalau berkesan order"
"d*****a",5,"Skin absorption:absorbs easily and maintain my skin moisture Skin suitability:really suitable with my dry skin  repeattt for sixth time"
"pn.rose",5,"Lembabkn muka sesuai kalau  muka kering, best pakai muka jadi lembab"
"m*****u",5,"Very recommended good product  Sesuai utk kulit sensitive"
"z*****a",5,"Absorption:Absorbing Skin Suitability:Great  Product came in great shape, delivery is fine and product did not take long to arrive."
"noor.iskandar",5,"Absorption:can't comment much about this Skin Suitability:suitable ... I guess since my wife said it's okay  Sorry I can't really comment much because I bought this for my wife, and she specifically said buy this brand and colour from the official store 😅😅😅😅😅 ... So I just could say that this product is suitable with her skin"
"mimisuhailafauzy",5,"Fav moisturiser.. cuba yg lain xkena dengan skin.. skintific jugak dihati.. thankyou utk free gift .."
"n*****a",5,"Absorption:good Skin Suitability:my skin oily & dry  So far i dah repeat 10/11 botol kot sebab ni je moisturiser sesuai. Dlu i pakai hadalabo pink tu pastu lama2 i rasa mcm lambat serap mcmtu , kalau ni best cepat serap & takde bau pelik hehe"
"nurhamimahhawarozlan",5,"Tq seller for fast delivery.da guna byk kali n blh repeat lgi"
"m*****l",5,"Suitable for dry skin Ald many times repeat skintific products"
"lattematcha99",5,"Absorption:Belum try lagi Skin Suitability:Oily skin  Harap harap sesuai utk saya yang oily skin yang heavy ni"
"efypoji23",5,"Beli time tengah murah. Alang2 yg kat rumah punye dah habis. Beli dulu."
"c*****0",5,"Skin Suitability:good Absorption:good  Repeat buying this N timesssss"
"s*****a",5,"Sesuai dgn kulit saya yang berminyak. Lebih bagus light punya dari panthenol utk kulit berminyak"
"e*****l",5,"Skin Suitability:tried the smaller 1. Ok Absorption:ok  Tried before. No issues"
"r*****9",5,"Bagus botol ke 5 6 rasanya...muka berjerawat memang jadi...thank you nanti nak repeat order lagi"
"wn.iliyana",5,"Skin Suitability:💯 Absorption:💯  It's working on my skin well.It soothes my acne and relieved the redness very hydrating and fast absorbing I love it will repeat more in the future"
"j*****e",5,"the new product is suitable for me who is oily skin and I love it"
"sitifatimahbintiabdullah",5,"Skin Suitability:sesuai utk kulit combination Effectiveness:cepat meresap  Ni Kali petama beli products ni harap 2 sesuai kalalu ok kita repeat order lg tq seller"
"m*****h",5,"Skin Suitability:dry skin  Dah lama pakai yang ni..melembabkan kulit yang kering dan sensitif jgk..saya suka🥰"
"s*****n",5,"Skin Suitability:dry and sensitive skin Absorption:not really fast, depends on the amount of application  Dah pakai sebulan, so far so good. Beli sebab sesuai untuk ibu mengandung walaupon tak kawin lagi😂.. Better ready awal2 kan tak kalut nak tukar skin care dah nanti.."
"ilovelwl",5,"Received in good condition 👍👍 fast delivery 🚚🚚 recommended"
"y*****n",5,"Tender to sensitive redness skin. Little amount is sufficient to avoid excessive form"
"fayesia",5,"Item is well received without damage. Will purchase again in the near future if it's good. Value for money"
"t*****8",5,"My all time favourite moisturizer..tak ubah pada yang lain dah..alhamdulillah sangat serasi dgn kulit saya"
"ccahayaterindah",5,"kali yang ke berapa beli pun tak ingat dah,,tapi memang terbaikkkk..setia di sini ja la🥰🥰"
"4*****d",5,"Absorption:kulit tangan, lengan, siku & kaki cepat serap. kulit muka lambat serap Skin Suitability:sesuai utk kulit kering  Review jujur. Expiry 2027. Ada spatula utk cedok. Baru guna 4 hari. Bau moisturizer neutral bukan wangi. Kulit kering ada berkurang sikit. Kecepatan effect pun bergantung dgn kulit anggota bdn. Mula2 takut nk guna sbb ada review kata buat pori2 tersumbat & whitehead. Tp sy guna okay. Live host lelaki membantu jwb soalan2. Haraplive host laki skintific selalu masuk live lps ni. Livehost kata muka kena kering lps apply toner then baru apply moisturizer. Sy guna ok je setakat 4 hari. My only critic is my face look shining ✨after applying the moisturizer even small quantity mungkin sbb oil/lipid based content. Comparatively, its ok in my opinion but still cannot challenge brand kayangan like esKayTu or LoRiYel essence bcos these brands moisturized my skin without shiny effect. Beli sbb dpt voucher+ free shipping masa bln 4. Shipping lmbt sikit sbb cuti hari pekerja, understandable. Kalau harga naik lps ni mungkin x repeat kot. Sesuai utk lelaki tapi effect bergantung dgn kulit masing2 kot."
"h*****i",5,"Absorption:easy to absorb Skin Suitability:suitable for my skin (normal)  so much lurvee for this moisturiser! dpt kecutkan my tiny bumps dkt dahi !"
"_*****1",5,"Absorption:cepat meresap Skin Suitability:dry skin  Sesuai untuk kulit yg kering. Pakai ni kulit sentiasa moist."
"momo6270",5,"发货效率好快！昨天下单今天就收到货了💕真的很喜欢Skintific的护肤产品！已经用了很多空瓶，会一直坚持使用😍"
"i*****9",5,"Received item without any damages. Many times repeat this moisturizer. Very suit for my skin."
"ctazilafitri",5,"Skin Suitability:Yg ni kombine dgn serum merah tu, baik UTK kulit jerawat dan jeragat... Absorption:jerawat semakin kurang dan jeragat semakin pudar, terbaik skintific..."
"marnurshatirah",5,"Skintific mmg best kalini repeat yang besar sng takyah nak beli tiap2 bulan mcm ni tahan lama"
"s*****o",5,"Absorption:ok Skin Suitability:good  2days to reach, packaging kemas, ngam ngam sampai habis dah yang lama"
"l*****a",5,"很快用完😆有点怀疑究竟有没有80g🥹…囤货起来！不然一直买也挺麻烦…不过没想到这次的货没放在盒子里…产品的盒子烂了🙂‍↔️"
"airanaim",5,"Absorption:ok Skin Suitability:all skin type  Dah lama pakai moisturizer ni. So far ok. Xde masalah. Nak kata skin makin baik tu tak juga, nak kata makin teruk pun tak juga."
"t*****a",5,"kali ke berapa kali tah repeat, sgat2 recommended. harga murah lagi sorry gambar tak related"
"a*****l",5,"Received my parcel in good condition and fast delivery👍🏻👍🏻nice"
"z*****n",5,"First time beli. Hope it works well on my skin. Penghantaran laju"
"_*****e",5,"Skin Suitability:oily Absorption:good  saya sangat suka dgn moututizer nih sbb dia bagi kelembapan sepanjangan hari, seperti saya pergi ke sch pun pakai moututizer ni untuk elakkan kulit kering hihi i lope itt (⁠ ⁠ꈍ⁠ᴗ⁠ꈍ⁠)"
"nasyran86",5,"Tidak meninggalkan apa2 kesan yang buruk setakat pengguan selama beberapa minggu."
"ha_dizam",5,"Seperti biasa. Pelembap yang best. Jenis gel dan muka tidak nampak berminyak.  Thank you seller."
"d*****a",5,"Skin Suitability:With acne or breakout skin type  Pengguna tegar product ni. Beli from shopee sebab lagi murah."
"shuewei77",5,"My baby like to string me on, 좀 더 내게 다가와 네게 맞춰 온 my bass, 살짝 너의 맘을 slide 그냥 놓치긴 아쉬워 난, 넌 어떻게 생각해? 자, follow me now, 이 리듬이 다시 make me spin We makin' music (we makin' music) Every day we play 가볍게 groovin' (가볍게 groovin') 느낀 대로 해 Don't stop the music (don't stop the music) Hands up on my bass 지금부터, lower, lower, lower We want that Boom-ba-doom, boom-boom, bass (That boom-ba-doom, boom-boom, bass) That boom-ba-doom, boom-boom, bass (That boom-ba-doom, boom-boom, bass) We got that boom-ba-doom on my bass (Boom-ba-doom on my bass) 우린 좀 더 lower, lower, lower We want that 박자에 맞춰 up, down 줄을 감싸 밀고 당겨 doom slap, let's countdown 음은 자꾸만 flat, 괜찮아 뭐 어때? 우리 사이, keep going make a bassline 너도 왠지 템포가 빨라 따라와, 둘만의 timeline Hands in the sky, yeah You know what I like We makin' music (we makin' music) Every day we play 가볍게 groovin' (가볍게 groovin') 느낀 대로 해 Don't stop the music (don't stop the music) Hands up on my bass 지금부터, lower, lower, lower We want that Boom-ba-doom, boom-boom, bass (That boom-ba-doom, boom-boom, bass) That boom-ba-doom, boom-boom, bass (That boom-ba-doom, boom-boom, bass) We got that boom-ba-doom on my bass (Boom-ba-doom on my bass) 우린 좀 더 lower (ooh), lower, lower We want that Boom-ba-doom, boom, boom, boom (we want that boom, boom) Boom-ba-doom, boom, boom, boom (we want that boom, boom) Boom-ba-doom, boom, boom, boom (we want that boom, boom) Boom-ba-doom, boom, boom, boom (we want that boom, boom) Boom-ba-doom, boom, boom, boom (we want that boom, boom) Boom-ba-doom, boom, boom, boom (we want that boom, boom) Boom-ba-doom, boom, boom, boom (we want that boom, boom) Boom-ba-doom, boom, boom, boom We makin' music (yeah) Every day we play (yeah, yeah) 가볍게 groovin' (가볍게 groovin', yeah) 느낀 대로 해 (oh) Don't stop the music (yeah, yeah) Hands up on my bass (yeah) 지금부터, lower, lower, lower We want that (ooh, ooh, ooh) Ayy, alright (ayy, alright) 나의 손을 잡고 떠올라 Ayy, alright (hey, alright) 너와 내가 자꾸 떠올라 Ayy, alright (ayy, alright) 우린 계속 같이 떠올라 (don't you want that?) 지금부터, lower, lower, lower We want that Boom-ba-doom, boom-boom, bass"
"m*****e",5,"Skin Suitability:for dry skin  sangat bagus for dry skin.. and guna sebelum makeup akan tahan lama.."
"h*****g",5,"To express strong approval with a single praise word in a long sentence, you can use terms like ""outstanding,"" ""splendid,"" ""incredible,"" ""fantastic,"" ""wonderful,"" or ""superb,"" such as in the sentence: ""Your consistent commitment to excellence throughout this challenging project was truly outstanding, and the final result is a testament to your skill""."
"nurhumaira55701",5,"Dah sampai,penghantaran yg cepat👍🏻Tqyou seller"
"l*****1",5,"Received in good condition!  Fast delivery and good value for money!"
"n*****5",5,"Barang sampai dlm keadaan baik...dah pakai produk ni almost 3 ke 4 botol. Sesuai utk kulit bermasalah.... Gambar n video x de kene mengene"
"h*****n",5,"Mmg pengguna tegar skintific dari 3 tahun lepas...sbb mmg sesuai dgn kulit"
"u*****.",5,"Skin Suitability:kulit kering yg sensitive  2 3 hari x pakai moisturiser ni kulit jadi teruk sgt kering..bila start pakai smlm kulit kering hilang serta merta..setia selamanya dgn skintific,best sgt pakai berkesan utk kulit kering yg sensitive mcm sya."
"nursyuhada26",5,"Brg smpi dlm keadaan baik srry gmbr x de kne mbgenr.. thnksssss"
"s*****a",5,"barang cepat pakai  memang pakai ni maaf la gambar takda kaitan  okay okay hehe"
"t*****n",5,"Sampai dah. Terbaik. Belum guna lagi. Tengah tunggu yang masih ada habis dulu."
"n*****0",5,"Skin Suitability:okey Absorption:okey  banyak kali dah repeat order. setakat ini semua nya okey lahi"
"l*****6",5,"good product，nice servis，kotak baik tak ada rosak ，cantik ."
"cotycody84",5,"Setakat ini pakai sesuai dengan kulit... Rasa kulit lebih moist n kurang nmpak kusam.."
"a*****a",5,"Skin Suitability:SESUAI DENGAN OILY AND COMBINATION SKIN Absorption:LAMBAT JUGA TAPI OKAY LA BANGUN TIDUR STILL RASA ADA KELEMBAPAN  LAMA DAH PAKAI BERBOTOL² BERBEKAS2 DARI BREAKOUT SAMPAI DAH OKAY ALHAMDULILLAH PAKAI DARI 30g SAMPAI LAH YG 80g SEKARANG BELI 50g. KORANG YANG BACA TOLONG DOAKAN SAYA DAPAT BELI YANG 100g CEPAT AMINKAN SEMUA AAMIIN!!!"
"leytinkoay",5,"Goods received in good condition n very fast delivery"
"h*****h",5,"Repeat, tp mcm lg best pakai botol ni. Sbb pum out je so xperlu celup² dlm bekas. Sblm ni guna yg satu lg"
"f*****l",5,"Skin Suitability:ok Absorption:not too fast. but still not bad  If your skin barrier rosak. Its can help alot to improve it"
"harunbintanda",5,"Effectiveness:ok Skin Suitability:sesuai  Skintific moisture telah diterima dah test guna mcm ok. Terima kasih kepada penjual"
"n*****n",5,"This one, cepat sangat meresap sampai i rasa kena berkali-kali apply sebab muka jadi cepat kering balik. Prefer the older version"
"nurhuda_dini",5,"Item well received! Tq seller"
"s*****a",5,"Skin Suitability:All skin  Fast. Memang guna yg ni. Sebab nak pakai skali dgn peeling tu. Sangat best, cepat meresap. Tak berat dekat muke"
"7ac04kcm8i",5,"Best bila pakai tidak rasa rimas dekat muka. Alhamdulillah ada perubahan lepas pakai selama seminggu 🤭"
"n*****n",5,"borong all skintific product sebab kene dengan skin. skin mostly breakout after stop mercury product. almost 2 bulan pakai skintific nampak serasi dengan kulit"
"a*****5",5,"alhamdulillah dah pakai, nak habis baru review 🤣 okay jugak kena dengan kulit.. habis bolehla repeat 😍"
"ainwahidah",5,"Dari awal Tahun pakai yg biru nie. Okey sangat. Thank you seller"
"s*****6",5,"Packing good. Fast delivery. Thanks ~ Seller"
"n*****n",5,"Banyak kali dh repeat . Yg ni memang sesuai dengan kulit saya"
"n*****n",5,"Dah bnyk kali repeat. Sesuai dgn skin saya, akan beli lagi hehe thnkyou🥰"
"n*****0",5,"Skin Suitability:sesuai untuk repair skin barrier Absorption:okey maybe  sesuai untuk orang yang nak repair skin barrier 🚧"
"alin_nabila97",5,"got free gift pocket mirror!"
"j*****_",5,"Absorption:cepat serap Skin Suitability:oily and combination  Drp 2022 pakai, best sgt"
"m*****k",5,"lurveeeeee memang best giler pakai skintific, you all kalau nak beli jangan fikir panjang.. beli je teross 👏🏼👏🏼"
"noordiana100494",5,"Absorption:cepat meresap Skin Suitability:sesuai dengan skin sy yg sangat2 sensitif ni  Terima kasih seller & abg pos"
"z*****d",5,"sesuai dengan saya..terima kasih seller..saya beli.tq"
"s*****g",5,"Received with good condition 👍"
"q*****_",5,"moist dah sampai harap berkesan dan bertambah cantik skin saya 🥰"
"n*****a",5,"Absorption:cepat meresap! Skin Suitability:oily skin  suka suka sangat soothing on the skin. cepat meresap. takrasa berminyak"
"ayuzack96",5,"Terbaik. Sebelum pernah ja beli tapi yang lain. Ni beli yang lain pula. Nanti tengok sesuai ke tak. Btw, tq ye seller."
"n*****h",5,"Absorption:Belum cuba Skin Suitability:Belum cuba, harap OK dgn kulit."
"l*****5",5,"Skin Suitability:setakat pakai okay tak breakout Absorption:fast absorb  First time pakai tapi i think should be no problem je tak de apa2 masalh pun. Beli time promo dapat rm22 je thank you seller"
"s*****g",5,"Skin Suitability:all skin type  Fast delivery."
"jaja_fiza_zainal",5,"Tq seller..dah sampai..byk kli repeat kedai ni dah..nti hbis repeat lagi 😊"
"n*****5",5,"Beli time sale n sangat berbaloi sbb murah. Dah lebih setahun dh pakai brand ni n alhamdulilah far serasi dgn muka"
"zulphhs",5,"Best purchase - botol ke 10 i guess"
"babyselina007",5,"3daysss jeeeee skintific exfo tu😋😋"
"missdarla",5,"Barang smpai dalam keadaan baik. tiada kerosakan dan sangat memuaskan.love so much"
"queensqemalqyko",5,"Barang selamat sampai dalam keadaan yang baik dan puas hati"
"s*****2",5,"Absorption:xrasa melekit dimuka Skin Suitability:combination+oily"
"_*****h",5,"Tak pasti salah pilih atau dah tukar lagi light, tapi okay jee as long as texture tak berat."
"roziahan1",5,"Absorption:Good Skin Suitability:All skin type  Fast delivery, thank u seller"
"a*****5",5,"Used second bottle ady, really good and recommended, moisture!"
"rosmawati5459",5,"Skin Suitability:sgt sesuai dgn kulit  Kulit jadi makin licin dan bersih... Guna yg biru ni sesuai juga utk oily skin... repeat order banyak kali 😅😁😍😍"
"z*****i",5,"Selalu repeat beli sini, barang smpai dengan selamat & pantas.. thank you seller."
"n*****6",5,"I will wear it for 1 month and i will review again"
"z*****d",5,"Skintific sesuai dengan anak..terima kasih seller..saya beli.tq"
"n*****5",5,"Absorption:absorb Skin Suitability:suitable  Skintific ceramide barrier repair moisture gel dah sampai"
"h*****j",5,"memang prefer beli yang botol 80g ni sebab lagi hygiene instead of yang dalam bekas bulat tu. dah 2 tahun pakai moisturiser ni memang membantu kulit kering saya"
"a*****a",5,"order 24/09 ship out 25/09 delivered 26/09  skintific moisturizer okay👍🏻"
"l*****o",5,"SUPER FAST delivery. Secure packaging too. Thank you seller.."
"c*****e",5,"Absorption:nice Skin Suitability:lembutt di muka"
"xiiaohei3",5,"Skin Suitability:dry s kin Absorption:go o d  veryyyy gooddddddddddddddd to uers buy itttt"
"zai_is",5,"Nak combinekan dgn peeling solution. Beli time live, dpt murah. Bila apply kat kulit, rasa sejuk je. Harap2 sesuai lah utk jangka masa panjang"
"a*****a",5,"Akhirnya yg d tnggu dh sampai urm ambik masa 3/4 hari jugak la nk smpai nye . Selalu oder wardah punye harini oder esok smpai terus tp tkpela kne bersabar sikit je haha btw bru nk try ye harap okey lah dngan skin"
"m*****8",5,"质量非常好，与卖家描述的完全一致，真的很喜欢，完全超出期望，发货速度非常快，包装非常仔细、严实。物流公司服务态度很好，运动速度很快，很满意的一次购物！质量很好，希望更多的朋友信赖"
"s*****w",5,"Absorption:good Skin Suitability:good  Suitable for sensitive skin, recommended to buy cheapest on shopee will buy again fast shipping came in good condition"
"h*****z",5,"Yeay skintific i dah sampai hehe laju je penghataran dia tqq skintific❤️"
"n*****m",5,"Skin Suitability:sesuai dgn kulit sy  lembap je bila lps pakai....rasa ringan je....suka sbb mudah serap kat kulit...memang dh byk Kali beli dah.....suka pakaaii"
"d*****g",5,"dah banyak kali repeat.. memang kulit sesuai pakai moisturizer skintific ini👍🏻"
"halfalunehandmade",5,"Good like the product light texture moisturizing"
"l*****l",5,"Review jujur: one of moisturizers yang works best on me. My 3rd (or 4th I forgot) tubes, obviously repeat sebab best. For dry-skin this is AMAZING as it has Hyaluronic Acid that’s extremely good to save your skin. Cuma mahal lah, beli shopee dapat jugak 30-40 but on Watson sampai 45-55 🤣"
